CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpDate,school_code
19647330122333,622710,12791,Active,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",456 South Mathews Street,456 South Mathews St.,Los Angeles,90033-4326,CA,456 South Mathews Street,456 South Mathews St.,Los Angeles,90033-4326,CA,(323) 780-6500,No Data,www.rooseveltlausd.org,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.039171,-118.21118999999999,Jose,Espinoza,jose.espinoza@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,122333
19647330122341,622710,12787,Active,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,(323) 265-6725,No Data,www.elapaa-lausd-ca.schoolloop.com,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.041554,-118.17546999999999,Carolyn,McKnight,carolyn.mcknight@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,122341
19647330122358,622710,12711,Active,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,(323) 265-6830,No Data,No Data,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.041554,-118.17546999999999,Deborah,Lowe,dlowe1@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,122358
19647330122366,622710,12720,Active,Los Angeles,Los Angeles Unified,Social Justice Leadership Academy at Esteban E. Torres High No. 5,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,(323) 265-6865,No Data,No Data,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.041554,-118.17546999999999,Roseann,Cazares,rcazar2@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/20/2016,122366
19647330122374,622710,12657,Active,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,(323) 265-6760,No Data,No Data,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.041554,-118.17546999999999,Martin,Buchman,mbuchman@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,12/12/2016,122374
19647330122382,622710,12819,Active,Los Angeles,Los Angeles Unified,Engineering and Technology Academy at Esteban E. Torres High No. 3,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,(323) 265-6795,No Data,No Data,09/13/2010,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.041554,-118.17546999999999,Diana,Faatai,dfaatai@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,08/14/2017,122382
19647330122721,622710,12634,Active,Los Angeles,Los Angeles Unified,Aspire Pacific Academy,2565 58th Street,2565 58th St.,Huntington Park,90255-4126,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(323) 589-2800,No Data,http://aspirepublicschools.org,08/23/2010,No Data,Y,1230,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-11,N,N,33.990184,-118.22593,John,Zapata,data-contact@aspirepublicschools.org,No Data,No Data,No Data,No Data,No Data,No Data,10/05/2018,122721
19647330123133,622710,12817,Active,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,211 South Avenue 20,211 South Avenue 20,Los Angeles,90031-2508,CA,"601 South Figueroa Street, 4th Floor","601 South Figueroa Street, 4th Fl.",Los Angeles,90017,CA,(323) 352-3206,No Data,http://smidttech.org,08/06/2012,No Data,Y,1163,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.072368,-118.22022,Oscar,Romero,oromero@laalliance.org,No Data,No Data,No Data,No Data,No Data,No Data,07/23/2018,123133
19647330123141,622710,12766,Active,Los Angeles,Los Angeles Unified,Alliance Ted K. Tajima High,1552 W. Rockwood Street,1552 W. Rockwood St.,Los Angeles,90026-5520,CA,"601 South Figueroa Street, 4th Floor","601 South Figueroa St., 4th Fl.",Los Angeles,90017,CA,(213) 241-8533,No Data,http://collegeready16.org,08/15/2011,No Data,Y,1164,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.063479,-118.26153000000001,Amber,Diaz,adiaz@laalliance.org,No Data,No Data,No Data,No Data,No Data,No Data,07/23/2018,123141
19647330124362,622710,12946,Active,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,10445 Balboa Boulevard,10445 Balboa Blvd.,Granada Hills,91344-7323,CA,10445 Balboa Boulevard,10445 Balboa Blvd.,Granada Hills,91344-7323,CA,(818) 832-7750,No Data,www.thevalleyacademy.net,09/07/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.260352000000005,-118.50353,Kelly,Hanock,kjh0292@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124362
19647330124370,622710,12926,Active,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies - Arts/Theatre/Entertain Mag,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,(818) 837-6428,No Data,www.artesmagnet.org,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,34.288462,-118.42073,Anne,Maschler,acm0248@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,09/19/2018,124370
19647330124388,622710,12895,Active,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,(818) 838-3915,No Data,No Data,09/07/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.288462,-118.42073,Jeffrey,Austin,jeffrey.austin@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,09/19/2018,124388
19647330124396,622710,12858,Active,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,(818) 838-3926,No Data,No Data,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.288462,-118.42073,Dana,Neill,dana.neill@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,05/16/2017,124396
19647330124404,622710,12964,Active,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,1001 Arroyo Avenue,1001 Arroyo Ave.,San Fernando,91340-1817,CA,(818) 838-3946,No Data,www.tpa-lausd-ca.schoolloop.com,09/07/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.288462,-118.42073,Elizabeth,Beltran,elizabeth.beltran@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124404
19647330124412,622710,12916,Active,Los Angeles,Los Angeles Unified,Sonia Sotomayor Arts and Sciences Academies,2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,(323) 276-5535,No Data,www.lariverschool.com/,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.290459000000006,-118.44949,Kristine,Puich,kristine.puich@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,08/20/2018,124412
19647330124479,622710,12871,Active,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,300 East 53rd Street,300 East 53rd St.,Los Angeles,90011-4522,CA,300 East 53rd Street,300 East 53rd St.,Los Angeles,90011-4522,CA,(323) 846-4600,No Data,www.lausd.net/MayaAngelouCommunityHighSchool,09/07/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.99422,-118.2701,Hugo,Carlos,hxc4567@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124479
19647330124487,622710,12971,Active,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,(323) 846-2128,No Data,www.publicservicehs.org,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.984122,-118.25611,Dennis,Fulgoni,dgf8072@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124487
19647330124495,622710,12973,Active,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,(323) 846-2118,No Data,www.drlc-lausd-ca.schoolloop.com,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.984122,-118.25611,Cynthia,Gonzalez,cxg0844@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124495
19647330124503,622710,12937,Active,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,(323) 846-2108,No Data,www.drlc-lausd-ca.schoolloop.com,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.984122,-118.25611,William,Lupejkis,wlupejki@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124503
19647330124511,622710,12885,Active,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,(323) 846-2136,No Data,www.drlc-lausd-ca.schoolloop.com,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.984122,-118.25611,Sally,Lopez,szuni1@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124511
19647330124529,622710,12898,Active,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,4110 Santa Fe Avenue,4110 Santa Fe Ave.,Long Beach,90810-1439,CA,4110 Santa Fe Avenue,4110 Santa Fe Ave.,Long Beach,90810-1439,CA,(310) 847-6400,No Data,www.bit.ly/ranchodominguez,09/06/2011,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,C,N,33.833794,-118.21593999999999,Keri,Lew,klew@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,124529
19647330124560,622710,12883,Active,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,300 East 53rd Street,300 East 53rd St.,Los Angeles,90011-4522,CA,PO Box 78999,PO Box 78999,Los Angeles,90016,CA,(323) 510-4171,No Data,http://wearesynergy.org,08/15/2011,No Data,Y,1299,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.99422,-118.2701,Catherine,Belcher,cbelcher@wearesynergy.org,No Data,No Data,No Data,No Data,No Data,No Data,06/04/2018,124560
19647330124883,622710,12903,Active,Los Angeles,Los Angeles Unified,Animo College Preparatory Academy,2265 East 103rd Street,2265 East 103rd St.,Los Angeles,90002-3132,CA,"1149 South Hill Street, Suite 600","1149 South Hill St., Ste. 600",Los Angeles,90015,CA,(323) 568-4136,No Data,http://greendot.org/collegeprep,09/07/2011,No Data,Y,1342,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.944503000000005,-118.23114,Jasmia,Fowler,jasmia.fowler@greendot.org,No Data,No Data,No Data,No Data,No Data,No Data,10/23/2018,124883
19647330124891,622710,12848,Active,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,2941 West 70th Street,2941 West 70th St.,Los Angeles,90043-4420,CA,"601 South Figueroa Street, 4th Floor","601 South Figueroa Street, 4th Fl.",Los Angeles,90017,CA,(323) 905-1210,No Data,http://luskinacademy.org,08/06/2012,No Data,Y,1343,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.977090000000004,-118.32575,Andrew,Vega,avega@laalliance.org,No Data,No Data,No Data,No Data,No Data,No Data,09/11/2017,124891
19647330124933,622710,12869,Active,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS),2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,"1405 N. San Fernando Boulevard, Suite 303","1405 N. San Fernando Blvd., Ste. 303",Burbank,91504,CA,(323) 276-5525,No Data,http://pucschools.org,08/29/2011,No Data,Y,1354,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.290459000000006,-118.44949,Nancy,Villagomez,n.villagomez@pucschools.org,No Data,No Data,No Data,No Data,No Data,No Data,07/18/2018,124933
19647330125989,622710,13139,Active,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,1309 North Wilton Place,1309 North Wilton Pl.,Hollywood,90028-8526,CA,1309 North Wilton Place,1309 North Wilton Pl.,Hollywood,90028-8526,CA,(323) 817-6461,No Data,www.stemah.org,08/13/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.095061,-118.31392,Paul,Hirsch,paul.hirsch@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,125989
19647330126136,622710,13084,Active,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,3200 West Adams Boulevard,3200 West Adams Blvd.,Los Angeles,90018-1832,CA,3200 West Adams Boulevard,3200 West Adams Blvd.,Los Angeles,90018-1832,CA,(323) 821-1393,No Data,http://mscollegeprep.org,08/01/2013,No Data,Y,1412,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.031959,-118.31897,Lisa,Marcelino,lmarcelino@stem-prep.org,No Data,No Data,No Data,No Data,No Data,No Data,08/18/2017,126136
19647330126474,622710,13101,Active,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education",319 North Humphreys Avenue,319 North Humphreys Ave.,Los Angeles,90022-1422,CA,319 North Humphreys Avenue,319 North Humphreys Ave.,Los Angeles,90022-1422,CA,(323) 729-1700,No Data,www.hildasolisla.net,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.039103999999995,-118.17138,Jose,Gonzalez,jgonz76@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/26/2018,126474
19647330126482,622710,13065,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High A Critical Design and Gaming,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,(323) 789-1282,No Data,www.hawkinshs-lausd-ca.schoolloop.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.985535999999996,-118.288,Patricia,Hanson,patricia.hanson@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126482
19647330126490,622710,13095,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High B Community Health Advocates,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,(323) 789-1282,No Data,www.hawkinshs-lausd-ca.schoolloop.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.985535999999996,-118.288,Glynetta,Fletcher,gdf6637@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/26/2018,126490
19647330126508,622710,13166,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,(323) 789-1282,No Data,www.hawkinshs-lausd-ca.schoolloop.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.985535999999996,-118.288,Pablo,Mejia,pablo.mejia@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126508
19647330126516,622710,13173,Active,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,(323) 584-3800,No Data,No Data,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.981804,-118.23371999999999,Jonathan,Chaikittirattana,jxc3832@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/30/2017,126516
19647330126524,622710,13203,Active,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,(323) 584-3800,No Data,No Data,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.981804,-118.23371999999999,Lisa,Davis,ldavis2@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,126524
